Text,Label
"Shipping Manifest,""order_10715.pdf,Order ID 10715 Shipping Details Ship Name Bon app Ship Address 12, rue des Bouchers Ship Ciy Marseille Ship Region Western Europe Ship Postal Code 13008 Ship Country France Customer Details Customer 1D BONAP Customer Name Bon app Employee Details Employee Name Janet Levering Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2017-10-23, Shipped Date 2017-10-29 Products Product ture Quanity 21 Unit Price 31.0, Total 651.0 Product Flotemysost Quantity 30 Unit Price 21.5, Total 645.0 Total Price Total Price 1206.0""",ShippingDocument
"Purchase Order,""10539 2017-05-16 Victoria Ashworth""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Invoice,""X51006349085.jpg,TAX INVOICE,PLATINUM,,22042018,95550,Change 77""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""B-25686,381.00,-13.00,2,Clothing,Saree""",PurchaseOrder
"Invoice,""X510053619071.jpg,,,,12022018,18,Receipt No""",Invoice
"Purchase Order,""39 Chartreuse verte 3 18""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Invoice,""10757,SAVEA,2017-11-27,Jose Pavarott,invoice_10757.pdf""",Invoice
"Invoice,""X51006332575.jpg,TANJONGHAS BOOKCENTRE PJ SDN BHD,BILL,,,62.00,CARD NOs""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Shipping Manifest,""order_10560.pdf,Order ID 10560 Shipping Details Ship Name Frankenversand Ship Address Berliner Platz 43 Ship Gay Munchen Ship Region Western Europe Ship Postal Code 80805 Ship Country Germany Customer Details CustomerID FRANK Customer Name Frankenversand Employee Details Employee Name Laura Callahan Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2017-06-06 Shipped Date 2017-06-09 Products Product Nord-Ost Maljeshering Quantity 20 Unit Price 25.69 Total 517.8 Product Tarte au suere Quantity 15 Unit Price 49.3, Total 730.5 Total Price Total Price 1257.3""",ShippingDocument
"Purchase Order,""purchase_orders_10519.pdf,""",PurchaseOrder
"Purchase Order,""10461 2017-02-28 Carlos Gonzalez""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""B-25761,40.00,0.00,3,Clothing,Saree""",PurchaseOrder
"Purchase Order,""10732 2017-11-06 Laurence Lebinan""",PurchaseOrder
"Purchase Order,""39 Chartreuse verte 130 18""",PurchaseOrder
"Purchase Order,""72 IMozzarelia di Giovanni 4 278""",PurchaseOrder
"Purchase Order,""71 Flotemysost ie 172""",PurchaseOrder
"Purchase Order,""35 Steeleye Stout 120 18""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""10608 2017-07-23 Karin Josephs""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Invoice,""10760,MAISD,2017-12-01,catherine Dewey,invoice_10760.pdf""",Invoice
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""a4 Queso Cabrales 20 21""",PurchaseOrder
"Invoice,""10662,LONEP,2017-09-09,Fran witson,invoice_10662.pdf""",Invoice
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""l20 Sir Rodneys Marmalade 139 a1""",PurchaseOrder
"Purchase Order,""B-25651,49.00,3.00,1,Clothing,Shirt""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""purchase_orders_10602.pdf,""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""purchase_orders_10441.pdf,""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""16 Paviova 18 13.9""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""purchase_orders_10301.pdf,""",PurchaseOrder
"Invoice,""X51006466066.jpg,SUSHI MENTAT PLAZA DANAU,7,,21-04-2018,2,""",Invoice
"Purchase Order,""10938 2018-03-10 Horst Kloss""",PurchaseOrder
"Purchase Order,""10972 2018-03-24 Daniel Tonini""",PurchaseOrder
"Purchase Order,""B-25810,92.00,42.00,2,Clothing,Stole""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""73 Rod Kavier loa 15""",PurchaseOrder
"Purchase Order,""10507 2017-04-15 JAntonio Moreno""",PurchaseOrder
"Invoice,""X51007231276.jpg,UNIHAKKA INTERNATIONAL SDN BHD,Invoice,,,100100000006,CASH""",Invoice
"Invoice,""10490,HILAA,2017-03-31,carlos Hemandez,invoice_10490.pdf""",Invoice
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""a4 Queso Cabrales 24 168""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""10671 2017-09-17 Carine Schmitt""",PurchaseOrder
"Purchase Order,""ar Schogai Schokolade 20 a0""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""purchase_orders_10959.pdf,""",PurchaseOrder
"Shipping Manifest,""order_10446.pdf,Order ID 10446 Shipping Details Ship Name Toms Spezalitaten Ship Address Lusenst. 48 Ship Cay Monster Ship Region Western Europe Ship Postal Code 44087 Ship Country Germany Customer Details CustomerID TOMSP. Customer Name Toms Spezialitaten Employee Details Employee Name Michael Suyama Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2017-02-14 Shipped Date 2017-02-19 Products Product Teatine Chocolate Bleculs Quantity 12 Unit Price 73 Total 87.6 Product Guarana Fantastica Quantity 20 Unit Price 3.6 Tota 720 Product Gorgonzola Teno Quantity 3 Unit Price 10.0 Tota 30.0 Product Flo Mix Quantity 15 Unit Price 5.6 Total 84.0 Total Price Total Price 273.8""",ShippingDocument
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""1098s 2018-03-30 Patricia McKenna""",PurchaseOrder
"Receipt,""receipt163.jpg,1085 SABE nentennn S.  fl  4 i chk 4530 Gs TI 711 etogt6 O708PM bin In 1 BUCATINI  un 1 RAVIOLO 18.9 1 BT TURNBULL NAPA 90.00 1 HALIBUT 36.00 1 YODEL 12.00 1 MILK  HONEY 10.00 1 COFFEE SM 6.00 1 GL ROUND POND SB 13.00 1 OCTOPUS 16.00 1 BEEF TARTARE 42,00  FINLANDIA WELL MARTINI 11,00 4 HALIBUT 38.00 1 SNAPPER sya deal 309.00 aK i 0919PH Total 24.72""",Receipt
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""10690 2017-10-02 Mario Pontes,""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""56 Gnocchi di nonna Alice 10 38""",PurchaseOrder
"Invoice,""10557,LEHMS,2017-06-03,tenate Messner,invoice_10557.pdf""",Invoice
"Purchase Order,""10900 2018-04-01 Roland Mendel""",PurchaseOrder
"Invoice,""10525,BONAP,2017-05-02,Laurence Lebinan,invoice_10525.pdf""",Invoice
"Invoice,""X510056773342.jpg,SYARIKAT PERNIAGAAN GIN KEE,OICE,SIMPLIFIED,31012018,6,Change""",Invoice
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""B-25655,312.00,-312.00,7,Furniture,Chairs""",PurchaseOrder
"Shipping Manifest,""order_10505.pdf,Order ID 10505 Shipping Details Ship Name Mare Pailarde Ship Address 43 rue St Laurent Ship Cay Montréal Ship Region North America Ship Postal Code Hi 163 Ship Country Canada Customer Details CustomerID MEREP Customer Name Mare Pailarde Employee Details Employee Name Janet Levering Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2017-04-14 Shipped Date 2017-04-21 Products Product Tarte au suere Quantity 3 Unit Price 49.3, Toa 147 so990900900908 Total Price otal Price 147 e0g90990900008""",ShippingDocument
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Invoice,""10781,WARTH,2017-12-17,Pirkko Koskitalo,invoice_10781.pdf""",Invoice
"Shipping Manifest,""order_10319.pdf,Order ID 10319 Shipping Details Ship Name Tortuga Restaurante Ship Address Avda. Azteca 123 Ship Cty México OF. Ship Region Central America Ship Postal Code 5033 Ship County Meco Customer Details CustomerID TORTU Customer Name Tortuga Restaurante Employee Details Employee Name Robert King Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2016-10-02 Shipped Date 2016-10-11 Products Product Alice Muton Quanity 8 Unit Price 91.2 Tota 249.6 Product Rossle Sauerkraut Quanity 14 Unit Price 36.4 Total 509.50999900900907 Product Lakai Quantity 30 Unit Price 14.4 Total 432.0 Total Price Total Price 1191.2""",ShippingDocument
"Purchase Order,""77 Original Frankfurter grune Soke 130 13""",PurchaseOrder
"Purchase Order,""l24 Guarana Fantastica 130 45""",PurchaseOrder
"Purchase Order,""10891 2018-02-17 Renate Messner""",PurchaseOrder
"Purchase Order,""53 Perth Pasties 36 26.2""",PurchaseOrder
"Invoice,""10573,ANTON,2017-08-19,antonio Moreno,invoice_10573.pdf""",Invoice
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Invoice,""X51006913019.jpg,,,,,,""",Invoice
"Invoice,""10805,THEBI,2017-12-30,Lie Nixon,invoice_10805.pdf""",Invoice
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Shipping Manifest,""order_11044.pdf,Order ID 11044 Shipping Details Ship Name Wolski Zajazd Ship Address ul Fitrowa 68 Ship Cay Warszawa Ship Region Easter Europe Ship Postal Code 01-012 Ship Country Poland Customer Details CustomerID WOLZA Customer Name Wolski Zajazd Employee Details Employee Name Margaret Peacock Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2016-04-23, Shipped Date 2018-05-01 Products Product Tarte au suere Quantity 12 Unit Price 49.3, Total 591 so99000000090 Total Price otal Price 591 soga999090900""",ShippingDocument
"Purchase Order,""35 Steeleye Stout 24 18""",PurchaseOrder
"Purchase Order,""l21 Sir Rodneys Scones 10 ie""",PurchaseOrder
"Purchase Order,""l21 Sir Rodneys Scones is 10""",PurchaseOrder
"Purchase Order,""Isa Perth Pasties 15 26.2""",PurchaseOrder
"Invoice,""10492,BOTTM,2017-04-01,tzabeth Lincoln,invoice_10492.pdf""",Invoice
"Shipping Manifest,""order_10465.pdf,Order ID 10465 Shipping Details Ship Name Vaffljernat Ship Address Smagsloget 45 Ship Cry Arhus Ship Region Northern Europe Ship Postal Code 8200 Ship Country Denmark Customer Details CustomerID VAFFE Customer Name Vaflejernet Employee Details Employee Name Nancy Davelio Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2017-03-08 Shipped Date 2017-03-14 Products Product Guarana Fantastica Quantity 25 Unit Price 3.6 Total 90.0 Product. Thoringer Rostbratwurst Quantity 18 Unit Price 99.0, Total 1782.0 Product Boston Crab Meat Quantity 20 Unit Price 14.7 Total 204.0 Product Rogede silt Quantity 30 Unit Price 7.6 Total 228.0 Product Valkoinen sullaa Quantity 25 Unit Price 13.0 Total 325.0 Total Price Total Price 2719.0""",ShippingDocument
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Invoice,""10947,BSBEV,2018-03-13,victoria Ashworth,invoice_10947.pdf""",Invoice
"Purchase Order,""B-25650,211.00,-105.00,2,Clothing,Saree""",PurchaseOrder
"Purchase Order,""34 Sasquatch Ale 36 11.2""",PurchaseOrder
"Invoice,""10747,PICCO,2017-11-19,Georg Pips,invoice_10747.pdf""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Invoice,""X51006620182.jpg,,,,,,""",Invoice
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""B-25944,169.00,38.00,3,Clothing,Saree""",PurchaseOrder
"Purchase Order,""purchase_orders_10939.pdf,""",PurchaseOrder
"Shipping Manifest,""order_10273.pdf,Order ID 10273 Shipping Details Ship Name QUICK-Stop Ship Address TaucherstraBe 10 Ship Cty Cunewalde Ship Region Western Europe Ship Postal Code 1307 Ship Country Germany Customer Details CustomerID QUICK Customer Name QUICK-Stop Employee Details Employee Name Janet Levering Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2016-08-05 Shipped Date 2016-08-12 Products Product ture Quantity 24 Unit Price 26.8 Total 595.2 Product Gorgonzola Teno Quanty 15 Unit Price 10.0 Total 150.0 Product Getost Quantity 20 Unit Price 20 Total 40.0 Product Boston Crab Meat Quantity 60 Unit Price 14.7, Total 882.0 Product Lakai Quantity 33 Unit Price 14.4 Total 475.2 Total Price Total Price 2142.4""",ShippingDocument
"Invoice,""X51005676545.jpg,,CASH,SIMPLIFIED,13012018,3,Doc No C""",Invoice
"Purchase Order,""75 Rhonbrau Klosterbier 120 7.75""",PurchaseOrder
"Invoice,""X51007339119.jpg,SANYO STATIONERY SHOP,med,,17112017,6,R""",Invoice
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""B-25750,78.00,-6.00,2,Furniture,Furnishings""",PurchaseOrder
"Invoice,""X510054423831.jpg,,,,,2,CHANGE 0""",Invoice
"Purchase Order,""10836 2018-01-15 Maria Anders""",PurchaseOrder
"Purchase Order,""B-25796,78.00,-64.00,7,Clothing,Stole""",PurchaseOrder
"Purchase Order,""70 lOutback Lager 50 15""",PurchaseOrder
"Purchase Order,""purchase_orders_10257.pdf,""",PurchaseOrder
"Purchase Order,""11076 2018-05-06 Laurence Lebinan""",PurchaseOrder
"Invoice,""X51008042782.jpg,,INV,,,2,ast Sumiary Amount""",Invoice
"Purchase Order,""H Chai 120 18""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""57 Ravioli Angelo 2 15.6""",PurchaseOrder
"Invoice,""10571,ERNSH,2017-06-17,Roland Mendel,invoice_10571.pdf""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""B-26097,14.00,5.00,1,Clothing,Hankerchief""",PurchaseOrder
"Purchase Order,""Is7 Ravioli Angelo 14 195""",PurchaseOrder
"Purchase Order,""0464 2017-03-04 Lino Rodriguez""",PurchaseOrder
"Purchase Order,""3 lAniseed Syrup 120 ie""",PurchaseOrder
"Invoice,""X510063353142.jpg,,TABLE,,,64.00,CHANGE 92""",Invoice
"Invoice,""11043,SPECD,2018-04-22,Dominique Perrier,invoice_11043.pdf""",Invoice
"Purchase Order,""l29 Thuringer Rostbratwurst 10 leo""",PurchaseOrder
"Invoice,""X51006388082.jpg,,,,,,""",Invoice
"Invoice,""10884,LETSS,2018-02-12,Jaime Yortes,invoice_10884.pdf""",Invoice
"Shipping Manifest,""order_10254.pdf,Order ID 10254 Shipping Details Ship Name Chop-suey Chinese Ship Address Haupt. 31 Ship Gy Bern Ship Region Western Europe Ship Postal Code 3012 Ship Country Switzerland Customer Details CustomerID CHOPS Customer Name Chop-suey Chinese Employee Details Employee Name Steven Buchanan Shipper Details Shipper 10 2 Shipper Name United Package Order Details Order Date 2016-07-11 Shipped Date 2016-07-23 Products Product Guarana Fantastica Quantity 15 Unit Price 3.6 Total 54.0 Product Patéchinois Quanity 21 Unit Price 19.2 Total 403.2 Product Longife Tofu Quanity 21 Unit Price 8.0 Total 168.0 Total Price otal Price 625.2""",ShippingDocument
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""11001 2018-04-06 Maria Larsson""",PurchaseOrder
"Purchase Order,""B-25640,314.00,-239.00,13,Clothing,Hankerchief""",PurchaseOrder
"Invoice,""10711,SAVEA,2017-10-21,Jose Pavarott,invoice_10711.pdf""",Invoice
"Shipping Manifest,""order_10853.pdf,Order ID 10853 Shipping Details Ship Name Blauer See Detkatessen Ship Address Forsterstr. 57 Ship Cty Mannheim Ship Region Western Europe Ship Postal Code 68306 Ship Country Germany Customer Details CustomerID BLAUS Customer Name Blauer See Delkatessen Employee Details Employee Name Anne Dodsworth Shipper Details Shipper 10 2 Shipper Name United Package Order Details Order Date 2016-01-27 Shipped Date 2018-02-03 Products Product Camarvon Tigers Quantity 10 Unit Price 62.5, Total 625.0 Total Price otal Price 625.0""",ShippingDocument
"Purchase Order,""B-25657,32.00,-22.00,5,Clothing,Saree""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Invoice,""X510063293952.jpg,B  BEST RESTAURANT,OICE,,,7.40,CHANGE 0""",Invoice
"Purchase Order,""B-25802,13.00,-9.00,2,Clothing,Skirt""",PurchaseOrder
"Purchase Order,""B-25733,23.00,-6.00,4,Clothing,Hankerchief""",PurchaseOrder
"Purchase Order,""30 Nord-Ost Matjeshering ie 20.7""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Invoice,""X510056765391.jpg,SYARIKAT PERNIAGAAN GIN KEE,a,SIMPLIFIED,10012018,23.32,Change""",Invoice
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Invoice,""X510056052843.jpg,ADVANCO COMPANY,CBH,,,4,Change 2""",Invoice
"Purchase Order,""B-25699,49.00,-31.00,2,Clothing,Stole""",PurchaseOrder
"Invoice,""X51005361906.jpg,,,,,8,Receipt No""",Invoice
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Invoice,""X510057573512.jpg,MR. D.T.Y. M SDN BHD,MULTIPURPOSE,,,6,CHANGE RM 5""",Invoice
"Purchase Order,""purchase_orders_10946.pdf,""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""B-25954,524.00,-25.00,2,Electronics,Electronic Games""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""leo IGudbrandsdalsost 15 28.8""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""B-25797,31.00,1.00,2,Clothing,Hankerchief""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""purchase_orders_10702.pdf,""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Invoice,""X510056773311.jpg,,OICE,SIMPLIFIED,03022018,57,DocNo""",Invoice
"Purchase Order,""purchase_orders_10317.pdf,""",PurchaseOrder
"Invoice,""X51006556809.jpg,,,,21092017,6,VER Date""",Invoice
"Shipping Manifest,""order_10487.pdf,Order ID 10487 Shipping Details Ship Name Queen Cazinha Ship Address Alameda dos Candrios, 891 Ship iy Sa0 Paulo Ship Region South America Ship Postal Code 05487-020 Ship Country Brazil Customer Details CustomerID QUEEN Customer Name Queen Cozinha Employee Details Employee Name Ancrow Fuller Shipper Details Shipper 10 2 Shipper Name United Package Order Details Order Date 2017-03-26 Shipped Date 2017-03-28 Products Product Teatine Chocolate Bleculs Quantity 5 Unit Price 73 Tota 36.5 Product Gumbir Gummibarchen Quantity 30 Unit Price 26.9, Total 747.0 Product Touriére Quantity 24 Unit Price 59 Toa 141.60000000000002 Total Price otal Price 925.1""",ShippingDocument
"Shipping Manifest,""order_11050.pdf,Order ID 11050 Shipping Details Ship Name Fok och fa HE Ship Address Akergatan 24 Ship iy Bracke Ship Region Northern Europe Ship Postal Code S-844 67, Ship County Sweden Customer Details CustomerID FOLKO Customer Name Fok och f HE Employee Details Employee Name Laura Callahan Shipper Details Shipper 10 2 Shipper Name United Package Order Details Order Date 2016-04-27 Shipped Date 2018-05-05 Products Product Lakai Quantity 50 Unit Price 18.0, Total 900.0 Total Price otal Price 900.0""",ShippingDocument
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""purchase_orders_10394.pdf,""",PurchaseOrder
"Invoice,""10423,GOURL,2017-01-23,andre Fonseca,invoice_10423.pdf""",Invoice
"Purchase Order,""10337 2016-10-24 Peter Franken""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""lat Jacks New England Clam Chowder 35 lees""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Invoice,""10637,QUEEN,2017-08-19,cia Carvao,invoice_10637.pdf""",Invoice
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""10768 2017-12-08 Thomas Hardy""",PurchaseOrder
"Purchase Order,""B-25961,48.00,16.00,3,Clothing,Shirt""",PurchaseOrder
"Purchase Order,""10502 2017-07-08 Renate Messner""",PurchaseOrder
"Purchase Order,""JOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""purchase_orders_10861.pdf,""",PurchaseOrder
"Invoice,""X51006556829.jpg,MAKASSAR FRESH MARKET SDN BHD,,,24692617,42.37,VEOS 14 Date""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""39 Chartreuse verte 120 18""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Purchase Order,""Product 1D Product Quantity Unit Price""",PurchaseOrder
"Invoice,""10957,HILAA,2018-03-18,carlos Hemandez,invoice_10957.pdf""",Invoice
"Invoice,""11062,REGGC,2018-04-30,htaurizio Moroni,invoice_11062.pdf""",Invoice
"Purchase Order,""13 Konbu 120 ie""",PurchaseOrder
"Purchase Order,""B-25951,102.00,13.00,2,Clothing,Stole""",PurchaseOrder
"Purchase Order,""lao IMaxilaku 25 120""",PurchaseOrder
"Purchase Order,""B-25635,40.00,16.00,3,Clothing,Hankerchief""",PurchaseOrder
"Purchase Order,""10824 2018-01-09 Maria Larsson""",PurchaseOrder
"Purchase Order,""39 Chartreuse verte 50 14.4""",PurchaseOrder
"Purchase Order,""purchase_orders_10345.pdf,""",PurchaseOrder
"Purchase Order,""70 lOutback Lager ie 12""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""71 Flotemysost 130 21.5""",PurchaseOrder
"Invoice,""X51006401940.jpg,ARTRANGE STATIONERS  PRINT SDN BHD,CASH,,10042017,14.53,Receipt""",Invoice
"Invoice,""X51007225417.jpg,,_____,,,6,Tel""",Invoice
"Purchase Order,""Products""",PurchaseOrder
"Shipping Manifest,""order_10979.pdf,Order ID 10979 Shipping Details Ship Name Emst Handel Shp Address Krchgaase 6 Ship Cty Graz Ship Region Western Europe Ship Postal Code 8010 Ship Country Austria Customer Details Customer 1D ERNSH Customer Name Emet Handel Employee Details Employee Name Laura Callahan Shipper Details Shipper 10 2 Shipper Name United Package Order Details Order Date 2016-03-26 Shipped Date 2018-03-31 Products Product. Uncle Bobs Organic Dried Pears Quantity 18 Unit Price 30.0 Total 540.0 Product Queso Manchego La Pastora Quantity 20 Unit Price 38.0 Total 760.0 Product Guarana Fantastica Quantity 80 Unit Price 4.5 Tota 360.0 Product Schoggi Schokolade Quantity 30 Unit Price 43.9 Tota 1317.0 Product Gorgonzola Teno Quantity 24 Unit Price 125 Tota 300.0 Product Vegie-spread Quantity 35 Unit Price 43.9 Total 1596.5 Total Price Total Price 48135""",ShippingDocument
"Purchase Order,""purchase_orders_10723.pdf,""",PurchaseOrder
"Purchase Order,""10608 2017-10-09 Roland Mendel""",PurchaseOrder
"Purchase Order,""B-25930,351.00,-94.00,5,Electronics,Electronic Games""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Shipping Manifest,""order_10940.pdf,Order ID 10940 Shipping Details Ship Name Bon app Ship Address 12, rue des Bouchers Ship Ciy Marseille Ship Region Western Europe Ship Postal Code 13008 Ship Country France Customer Details Customer 1D BONAP Customer Name Bon app Employee Details Employee Name Laura Callahan Shipper Details Shipper 1D 3 Shipper Name Federal Shipping Order Details Order Date 2016-03-11 Shipped Date 2018-03-23 Products Product. Uncle Bobs Organic Dried Pears Quanity 8 Unit Price 20.0 Tota 240.0 Product Kenbu Quantity 20 Unit Price 6.0 Total 120.0 Total Price otal Price 360.0""",ShippingDocument
"Invoice,""10594,OLDWO,2017-07-09,lene Philips,invoice_10594.pdf""",Invoice
"Purchase Order,""B-25808,146.00,-63.00,3,Electronics,Electronic Games""",PurchaseOrder
"Purchase Order,""10492 2017-04-01 Elizabeth Lincoln""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Purchase Order,""purchase_orders_10958.pdf,""",PurchaseOrder
"Invoice,""10810,LAUGB,2018-01-01,Yoshi Tannamuri,invoice_10810.pdf""",Invoice
"Invoice,""10396,FRANK,2016-12-27,peter Franken,invoice_10396.pdf""",Invoice
"Invoice,""X51005745188.jpg,SLF CASH  CARRY,RECEIPT,,02022018,4,NO""",Invoice
"Purchase Order,""10774 2017-12-11 Maria Larsson""",PurchaseOrder
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""lOrder 1D JOrder Date Customer Name""",PurchaseOrder
"Purchase Order,""11074 2018-05-06 luytte Petersen""",PurchaseOrder
"Shipping Manifest,""order_10976.pdf,Order ID 10976 Shipping Details Ship Name HILARION-Abastos Ship Address Carrera 2 con Ave. Carlos Soublete 8-35 Ship Gy San Cristobal Ship Region South America Ship Postal Code 5022 Ship Country Venezuela Customer Details CustomerID HILAA Customer Name HILARION-Abastos Employee Details Employee Name Nancy Davetio Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2016-03-25, Shipped Date 2018-08-03 Products Product Rossle Sauerkraut Quantity 20 Unit Price 45.6, Total 912.0 Total Price Total Price 9120""",ShippingDocument
"Purchase Order,""Products""",PurchaseOrder
"Purchase Order,""Purchase Orders""",PurchaseOrder
"Invoice,""10374,WOLZA,2016-12-05, zoyszek Piestrzeniewicz,invoice_10374.pdf""",Invoice
"Purchase Order,""leo Camembert Pierrot 10 a4""",PurchaseOrder
"Purchase Order,""l21 Sir Rodneys Scones 120 10""",PurchaseOrder
"Shipping Manifest,""order_10422.pdf,Order ID 10422 Shipping Details Ship Name Franchi S pA Ship Address Via Monte Bianco 34 Ship Cty Terino Ship Region Southern Europe Ship Postal Code 10100 Ship Country tly Customer Details CustomerID FRANS Customer Name Franchi SpA. Employee Details Employee Name Andrew Fuser Shipper Details Shipper 101 Shipper Name Speedy Express Order Details Order Date 2017-01-22 Shipped Date 2017-01-31 Products Product Gumbir Gummibarchen Quantity 2 Unit Price 26.9, Total 49.8 Total Price Total Price 49.8""",ShippingDocument
"Invoice,""X51006714066.jpg,ANN GIAP TRADING SDN BHD,OICE,,30-09-2017,,""",Invoice
"Invoice,""X51005757199.jpg,CO. M SDN BHD,,,,4.00,CHANGE 6""",Invoice
"Purchase Order,""Purchase Orders""",PurchaseOrder
